City,Category,Business,Demand,Competition,Investment
Chennai,Fitness,Yoga Studio,67,53,2000000
Kolkata,Education,Coaching Institute,50,56,4300000
Ludhiana,Retail,Grocery Store,100,41,2600000
Kota,Education,Tuition Center,84,58,2800000
Bhopal,Tourism,Travel Agency,84,74,3700000
Gwalior,Healthcare,Diagnostic Center,75,21,4800000
Patna,Healthcare,Diagnostic Center,74,37,4000000
Srinagar,Retail,Grocery Store,68,67,4300000
Kota,Healthcare,Pharmacy,51,62,5000000
Visakhapatnam,Retail,Bookstore,55,20,5000000
Dhanbad,Healthcare,Clinic,64,20,2700000
Ahmedabad,Healthcare,Clinic,60,31,3500000
Ludhiana,Healthcare,Clinic,54,56,3300000
Nagpur,Healthcare,Diagnostic Center,81,68,3400000
Bhopal,Tourism,Travel Agency,84,58,900000
Ahmedabad,Fitness,Gym,61,25,3400000
Navi Mumbai,Tech,Electronics Store,100,27,1300000
Bangalore,Fitness,Gym,77,53,3300000
Ghaziabad,Tech,Mobile Repair,55,39,3000000
Guwahati,Tech,Electronics Store,89,23,1300000
Kolkata,Fitness,Dance Studio,63,68,2200000
Bangalore,Tech,Software Startup,57,47,600000
Madurai,Healthcare,Pharmacy,59,35,4800000
Vadodara,Healthcare,Pharmacy,62,38,2400000
Visakhapatnam,Tech,Software Startup,86,34,2500000
Mumbai,Tourism,Travel Agency,74,30,4700000
Navi Mumbai,Retail,Grocery Store,62,76,1100000
Kolkata,Food,Bakery,67,39,2000000
Kalyan,Tourism,Travel Agency,62,37,600000
Ahmedabad,Fitness,Gym,80,32,2300000
Raipur,Tourism,Guest House,76,67,4500000
Indore,Education,Online Course,52,43,2900000
Tiruchirappalli,Food,Cloud Kitchen,66,67,3100000
Bhopal,Fitness,Gym,74,37,4500000
Dhanbad,Healthcare,Pharmacy,54,45,3400000
Delhi,Healthcare,Diagnostic Center,73,49,600000
Vadodara,Fitness,Gym,88,50,1000000
Kota,Education,Tuition Center,65,41,1700000
Nashik,Healthcare,Diagnostic Center,50,52,4800000
Madurai,Retail,Clothing Boutique,68,39,1300000
Aurangabad,Tech,Electronics Store,91,78,3800000
Delhi,Education,Tuition Center,86,67,4200000
Kanpur,Tourism,Guest House,65,30,1900000
Lucknow,Retail,Clothing Boutique,89,45,3600000
Visakhapatnam,Fitness,Yoga Studio,77,58,1100000
Solapur,Retail,Clothing Boutique,99,64,3100000
Pune,Retail,Clothing Boutique,79,23,3800000
Mumbai,Food,Bakery,90,63,2100000
Navi Mumbai,Food,Cloud Kitchen,52,57,3800000
Pune,Healthcare,Clinic,57,54,500000
Navi Mumbai,Retail,Clothing Boutique,56,24,1600000
Gwalior,Healthcare,Pharmacy,67,80,1200000
Coimbatore,Tech,Mobile Repair,51,43,2800000
Meerut,Education,Coaching Institute,59,62,4800000
Kanpur,Tourism,Guest House,88,62,5000000
Vasai,Healthcare,Diagnostic Center,78,26,1600000
Bangalore,Healthcare,Pharmacy,99,46,2700000
Ahmedabad,Food,Bakery,53,27,4200000
Kolkata,Fitness,Yoga Studio,94,76,2300000
Delhi,Food,Restaurant,64,56,4200000
Ahmedabad,Healthcare,Diagnostic Center,90,55,1200000
Hyderabad,Healthcare,Clinic,83,28,3200000
Raipur,Fitness,Dance Studio,87,52,4800000
Chandigarh,Retail,Grocery Store,53,74,4000000
Nashik,Food,Cafe,59,32,1100000
Visakhapatnam,Food,Bakery,98,41,3200000
Guwahati,Food,Cloud Kitchen,93,38,4900000
Kolkata,Tourism,Guest House,83,20,700000
Indore,Education,Tuition Center,83,79,1800000
Ranchi,Fitness,Dance Studio,76,24,4500000
Delhi,Tourism,Travel Agency,55,38,3500000
Thane,Fitness,Dance Studio,57,48,500000
Bangalore,Healthcare,Diagnostic Center,88,22,1200000
Jabalpur,Tourism,Tour Guide Service,70,57,4100000
Rajkot,Tourism,Travel Agency,82,39,2600000
Mumbai,Healthcare,Diagnostic Center,51,78,3400000
Jodhpur,Tech,Electronics Store,52,38,1700000
Indore,Education,Online Course,52,78,2300000
Visakhapatnam,Retail,Clothing Boutique,50,73,3100000
Ranchi,Food,Cloud Kitchen,91,41,1400000
Raipur,Retail,Clothing Boutique,83,76,3100000
Hyderabad,Tech,Mobile Repair,94,68,2500000
Chennai,Fitness,Gym,74,49,4600000
Jaipur,Education,Online Course,52,23,3600000
Pune,Fitness,Gym,96,61,2300000
Hyderabad,Tourism,Tour Guide Service,54,50,1500000
Delhi,Food,Bakery,63,34,1000000
Vadodara,Tourism,Travel Agency,81,64,3900000
Mysore,Education,Tuition Center,97,25,2100000
Kolkata,Education,Online Course,84,75,2300000
Pune,Tech,Mobile Repair,100,56,500000
Ghaziabad,Tech,Software Startup,87,60,1700000
Kanpur,Food,Cafe,64,76,600000
Faridabad,Education,Coaching Institute,88,44,1400000
Srinagar,Education,Coaching Institute,97,54,3100000
Varanasi,Food,Bakery,59,79,2500000
Kanpur,Tourism,Guest House,68,49,2100000
Srinagar,Food,Bakery,51,37,600000
Vijayawada,Tourism,Tour Guide Service,64,71,1800000
Bhopal,Retail,Clothing Boutique,74,65,3600000
Kolkata,Education,Tuition Center,69,69,4500000
Jodhpur,Healthcare,Diagnostic Center,99,44,4600000
Jodhpur,Healthcare,Pharmacy,65,63,3200000
Guwahati,Tech,Software Startup,61,62,4500000
Bangalore,Education,Tuition Center,89,46,1000000
Patna,Fitness,Gym,57,58,1200000
Mumbai,Retail,Bookstore,89,33,2300000
Bhopal,Retail,Clothing Boutique,86,67,3000000
Ahmedabad,Healthcare,Diagnostic Center,73,49,1300000
Chennai,Healthcare,Clinic,85,27,1300000
Gwalior,Tech,Electronics Store,68,40,4300000
Hyderabad,Education,Tuition Center,77,77,1400000
Raipur,Food,Restaurant,72,45,4000000
Amritsar,Education,Tuition Center,97,47,4200000
Delhi,Tourism,Travel Agency,97,59,4700000
Visakhapatnam,Tourism,Tour Guide Service,52,23,4800000
Nagpur,Fitness,Gym,83,35,2600000
Meerut,Retail,Bookstore,60,71,4000000
Delhi,Fitness,Gym,70,71,4200000
Mumbai,Retail,Grocery Store,76,20,4500000
Ghaziabad,Tech,Software Startup,78,39,4200000
Pune,Healthcare,Clinic,58,35,1100000
Navi Mumbai,Food,Cloud Kitchen,54,71,1600000
Howrah,Retail,Bookstore,98,73,1400000
Raipur,Tourism,Travel Agency,73,46,900000
Delhi,Fitness,Gym,56,77,1200000
Mysore,Tech,Mobile Repair,88,77,3700000
Mumbai,Food,Cloud Kitchen,80,56,3200000
Visakhapatnam,Tourism,Tour Guide Service,83,71,1100000
Faridabad,Retail,Grocery Store,75,61,3600000
Tiruchirappalli,Education,Tuition Center,80,39,4700000
Dhanbad,Retail,Clothing Boutique,97,27,4300000
Solapur,Tourism,Travel Agency,63,44,2400000
Pune,Food,Restaurant,76,34,2200000
Jodhpur,Food,Bakery,82,68,600000
Howrah,Tech,Software Startup,73,40,4000000
Mysore,Retail,Clothing Boutique,53,48,800000
Varanasi,Retail,Grocery Store,95,55,4600000
Rajkot,Fitness,Yoga Studio,75,66,3200000
Vadodara,Food,Cloud Kitchen,83,29,4600000
Jaipur,Fitness,Gym,67,27,4400000
Guwahati,Retail,Grocery Store,52,74,800000
Bangalore,Tourism,Tour Guide Service,72,29,2700000
Navi Mumbai,Healthcare,Clinic,90,40,3600000
Hyderabad,Education,Coaching Institute,80,20,2400000
Aurangabad,Tech,Mobile Repair,91,39,4000000
Jaipur,Fitness,Dance Studio,52,58,900000
Hubli,Food,Cafe,70,24,2100000
Hyderabad,Food,Restaurant,51,43,2200000
Mysore,Retail,Clothing Boutique,63,38,5000000
Jaipur,Healthcare,Clinic,66,70,4900000
Thane,Food,Bakery,54,65,4900000
Ghaziabad,Fitness,Dance Studio,51,48,1600000
Mysore,Tech,Software Startup,65,64,2200000
Hubli,Fitness,Gym,69,79,2500000
Srinagar,Food,Cafe,83,26,1000000
Lucknow,Tourism,Travel Agency,53,31,1400000
Ranchi,Food,Restaurant,97,57,1300000
Amritsar,Healthcare,Pharmacy,92,43,4000000
Ludhiana,Retail,Grocery Store,60,48,1400000
Aurangabad,Food,Cloud Kitchen,85,31,2400000
Bhopal,Fitness,Yoga Studio,93,78,2400000
Delhi,Retail,Clothing Boutique,95,22,4400000
Faridabad,Tourism,Guest House,51,49,2200000
Thane,Tourism,Travel Agency,58,75,2800000
Bhopal,Healthcare,Pharmacy,69,63,4100000
Ahmedabad,Tourism,Tour Guide Service,60,73,3300000
Ghaziabad,Retail,Bookstore,60,51,4400000
Nashik,Tech,Mobile Repair,99,38,2900000
Faridabad,Retail,Clothing Boutique,56,35,3100000
Gwalior,Healthcare,Diagnostic Center,67,24,1100000
Srinagar,Tech,Software Startup,81,39,2600000
Amritsar,Healthcare,Clinic,84,31,4000000
Thane,Food,Bakery,97,35,3000000
Varanasi,Fitness,Dance Studio,92,77,1900000
Varanasi,Tourism,Tour Guide Service,84,42,3200000
Ahmedabad,Fitness,Yoga Studio,76,71,4800000
Amritsar,Retail,Grocery Store,63,29,2400000
Rajkot,Retail,Bookstore,52,21,5000000
Varanasi,Healthcare,Clinic,87,44,2000000
Faridabad,Tourism,Travel Agency,99,42,2000000
Vasai,Tourism,Travel Agency,83,73,3700000
Amritsar,Tech,Electronics Store,62,31,3600000
Jabalpur,Retail,Clothing Boutique,100,34,4400000
Mumbai,Fitness,Dance Studio,86,79,2800000
Tiruchirappalli,Education,Online Course,51,35,1200000
Kanpur,Tech,Electronics Store,94,76,1200000
Bangalore,Tourism,Guest House,99,39,4100000
Indore,Fitness,Gym,73,79,3600000
Rajkot,Retail,Grocery Store,87,77,1300000
Tiruchirappalli,Fitness,Yoga Studio,53,70,4800000
Bangalore,Tourism,Guest House,74,27,3500000
Pune,Fitness,Yoga Studio,91,71,800000
Aurangabad,Education,Tuition Center,90,48,4200000
Ludhiana,Food,Restaurant,51,71,700000
Hubli,Retail,Grocery Store,62,67,1800000
Ahmedabad,Healthcare,Diagnostic Center,63,76,4900000
Howrah,Tech,Mobile Repair,91,27,1300000
Delhi,Tourism,Travel Agency,86,45,1100000
Delhi,Healthcare,Diagnostic Center,82,37,2000000
Lucknow,Food,Restaurant,77,52,2100000
Delhi,Retail,Clothing Boutique,93,61,1400000
Thane,Retail,Clothing Boutique,93,55,1800000
Ahmedabad,Tech,Electronics Store,85,27,2700000
Jodhpur,Food,Bakery,78,40,2900000
Nagpur,Education,Online Course,71,47,3100000
Amritsar,Education,Coaching Institute,52,63,1400000
Pune,Tourism,Travel Agency,77,25,3300000
Howrah,Education,Online Course,76,36,4000000
Raipur,Food,Bakery,67,27,2600000
Delhi,Tourism,Travel Agency,84,33,4900000
Bhopal,Education,Tuition Center,100,36,1900000
Nashik,Education,Online Course,98,48,3000000
Hyderabad,Tech,Software Startup,81,65,4700000
Bhopal,Retail,Bookstore,65,23,4100000
Madurai,Fitness,Yoga Studio,57,23,3900000
Srinagar,Healthcare,Pharmacy,62,80,4800000
Nashik,Fitness,Dance Studio,82,58,1400000
Hubli,Tourism,Guest House,97,37,2900000
Ghaziabad,Education,Tuition Center,95,68,3600000
Nagpur,Healthcare,Pharmacy,52,24,3600000
Rajkot,Food,Bakery,67,34,2800000
Kanpur,Food,Cafe,82,45,1600000
Lucknow,Retail,Grocery Store,56,78,1300000
Howrah,Retail,Bookstore,57,24,3600000
Guwahati,Retail,Clothing Boutique,98,61,1500000
Patna,Tech,Software Startup,50,23,3400000
Navi Mumbai,Education,Coaching Institute,90,23,1000000
Guwahati,Healthcare,Clinic,84,70,4400000
Pune,Tourism,Travel Agency,77,79,2600000
Visakhapatnam,Healthcare,Diagnostic Center,77,34,3000000
Bangalore,Healthcare,Pharmacy,73,23,3600000
Agra,Tech,Mobile Repair,81,41,4100000
Vasai,Tourism,Tour Guide Service,83,27,3300000
Bangalore,Healthcare,Pharmacy,59,73,1200000
Mumbai,Education,Online Course,71,34,4300000
Chandigarh,Retail,Grocery Store,80,35,3000000
Visakhapatnam,Fitness,Dance Studio,56,80,4600000
Jabalpur,Tourism,Tour Guide Service,64,22,4000000
Dhanbad,Healthcare,Diagnostic Center,68,31,3000000
Mumbai,Food,Restaurant,78,47,3800000
Bangalore,Tourism,Tour Guide Service,91,55,3900000
Mumbai,Education,Online Course,95,70,2600000
Vasai,Healthcare,Diagnostic Center,58,57,3300000
Vasai,Education,Tuition Center,95,47,1800000
Kota,Education,Online Course,83,50,2100000
Ludhiana,Education,Coaching Institute,69,42,800000
Pune,Education,Online Course,66,46,500000
Raipur,Education,Online Course,85,45,2200000
Bangalore,Healthcare,Clinic,97,40,4700000
Agra,Fitness,Dance Studio,55,63,2800000
Aurangabad,Fitness,Yoga Studio,97,42,3700000
Delhi,Fitness,Dance Studio,82,59,2000000
Faridabad,Tech,Software Startup,56,79,1400000
Vijayawada,Healthcare,Clinic,63,75,1500000
Bangalore,Food,Bakery,64,61,1300000
Lucknow,Healthcare,Pharmacy,63,56,1000000
Mumbai,Food,Cloud Kitchen,92,75,3800000
Solapur,Tourism,Travel Agency,72,51,700000
Pune,Food,Cafe,64,57,4800000
Delhi,Tourism,Guest House,83,64,2800000
Gwalior,Education,Coaching Institute,50,30,3700000
Delhi,Food,Cafe,96,27,1800000
Mumbai,Fitness,Yoga Studio,99,52,4300000
Navi Mumbai,Fitness,Yoga Studio,73,28,2500000
Pune,Fitness,Dance Studio,81,66,4700000
Indore,Food,Restaurant,80,69,4900000
Hubli,Fitness,Gym,66,79,800000
Solapur,Retail,Grocery Store,69,66,3300000
Navi Mumbai,Retail,Bookstore,69,50,2500000
Madurai,Tourism,Tour Guide Service,56,63,2900000
Howrah,Tech,Electronics Store,84,47,600000
Howrah,Education,Tuition Center,65,60,4800000
Rajkot,Retail,Clothing Boutique,56,61,3200000
Raipur,Healthcare,Pharmacy,78,65,2600000
Navi Mumbai,Food,Bakery,90,53,1900000
Jaipur,Tourism,Tour Guide Service,99,67,4700000
Bangalore,Fitness,Yoga Studio,60,76,1400000
Chandigarh,Fitness,Yoga Studio,82,45,1400000
Kolkata,Tech,Mobile Repair,75,72,2600000
Bhopal,Retail,Bookstore,62,77,4900000
Hyderabad,Retail,Bookstore,88,27,1400000
Visakhapatnam,Retail,Clothing Boutique,79,68,2400000
Hubli,Retail,Grocery Store,88,20,4900000
Navi Mumbai,Retail,Grocery Store,59,53,1600000
Thane,Fitness,Yoga Studio,76,72,4400000
Hyderabad,Healthcare,Clinic,63,68,3800000
Vadodara,Tourism,Tour Guide Service,94,25,5000000
Srinagar,Fitness,Gym,65,51,1100000
Jaipur,Food,Cloud Kitchen,61,45,1200000
Visakhapatnam,Fitness,Yoga Studio,95,27,3200000
Howrah,Tourism,Tour Guide Service,70,52,1000000
Chandigarh,Food,Cafe,63,59,600000
Kolkata,Tech,Electronics Store,94,54,3700000
Bhopal,Retail,Clothing Boutique,64,22,3300000
Chennai,Healthcare,Pharmacy,83,61,2400000
Kolkata,Retail,Grocery Store,68,40,1900000
Faridabad,Healthcare,Pharmacy,71,27,1500000
Guwahati,Fitness,Gym,95,34,1900000
Solapur,Healthcare,Diagnostic Center,86,25,2900000
Visakhapatnam,Education,Tuition Center,67,57,1100000
Vadodara,Education,Online Course,64,80,2600000
Hubli,Food,Cafe,80,29,2100000
Faridabad,Healthcare,Pharmacy,69,79,500000
Delhi,Healthcare,Pharmacy,93,47,500000
Navi Mumbai,Tech,Electronics Store,89,79,3000000
Aurangabad,Food,Cafe,97,52,4300000
Vijayawada,Tech,Mobile Repair,78,56,4500000
Kota,Tech,Mobile Repair,80,54,1500000
Jaipur,Tourism,Guest House,66,53,3900000
Pune,Healthcare,Diagnostic Center,65,36,1300000
Tiruchirappalli,Healthcare,Clinic,83,39,500000
Mysore,Tech,Software Startup,98,26,4500000
Mumbai,Retail,Bookstore,89,80,2600000
Madurai,Fitness,Yoga Studio,85,52,4900000
Indore,Food,Restaurant,55,41,2200000
Guwahati,Education,Online Course,85,45,4900000
Agra,Healthcare,Clinic,72,40,2200000
Ghaziabad,Fitness,Gym,50,45,4600000
Kolkata,Education,Tuition Center,98,59,1800000
Jabalpur,Education,Tuition Center,97,63,1300000
Bangalore,Healthcare,Pharmacy,66,35,4500000
Nashik,Tourism,Travel Agency,51,57,2200000
Madurai,Healthcare,Diagnostic Center,76,20,500000
Hubli,Fitness,Gym,61,72,1700000
Chennai,Food,Cloud Kitchen,91,35,4400000
Indore,Healthcare,Pharmacy,65,37,2600000
Kanpur,Retail,Clothing Boutique,58,68,1100000
Lucknow,Tourism,Travel Agency,74,58,4100000
Aurangabad,Healthcare,Clinic,97,27,3800000
Jodhpur,Tourism,Tour Guide Service,75,20,2500000
Kalyan,Fitness,Dance Studio,95,73,1200000
Solapur,Healthcare,Diagnostic Center,63,28,4300000
Srinagar,Retail,Clothing Boutique,93,23,3500000
Delhi,Food,Restaurant,96,25,3100000
Chennai,Healthcare,Pharmacy,56,53,3700000
Ludhiana,Retail,Bookstore,74,26,4300000
Bangalore,Food,Cloud Kitchen,85,33,4500000
Bangalore,Education,Tuition Center,80,41,1100000
Guwahati,Education,Coaching Institute,84,36,4400000
Madurai,Food,Bakery,98,42,3900000
Kanpur,Retail,Grocery Store,93,41,3200000
Rajkot,Fitness,Dance Studio,89,25,2100000
Agra,Tech,Mobile Repair,81,50,1800000
Tiruchirappalli,Food,Bakery,52,40,1700000
Pune,Retail,Grocery Store,53,31,4400000
Agra,Tourism,Tour Guide Service,95,27,4500000
Ahmedabad,Food,Cafe,53,66,3700000
Kolkata,Healthcare,Clinic,90,80,2800000
Delhi,Education,Online Course,78,22,3400000
Bhopal,Fitness,Dance Studio,51,42,4100000
Mumbai,Tourism,Travel Agency,97,68,1500000
Lucknow,Tourism,Tour Guide Service,85,25,3800000
Patna,Tourism,Tour Guide Service,83,42,4600000
Jaipur,Tech,Software Startup,89,77,2500000
Jaipur,Healthcare,Pharmacy,67,25,2500000
Kolkata,Healthcare,Clinic,58,74,3600000
Nagpur,Food,Cafe,53,58,2900000
Ghaziabad,Fitness,Dance Studio,93,69,500000
Raipur,Food,Cafe,72,53,4800000
Pune,Education,Coaching Institute,61,42,3900000
Visakhapatnam,Fitness,Yoga Studio,71,35,2600000
Mysore,Tech,Electronics Store,64,21,2600000
Nashik,Retail,Bookstore,72,49,2900000
Lucknow,Retail,Bookstore,75,80,3700000
Navi Mumbai,Tourism,Travel Agency,62,33,4400000
Bhopal,Retail,Grocery Store,85,41,3800000
Bhopal,Tech,Software Startup,61,41,3700000
Kolkata,Tourism,Guest House,83,34,4400000
Mumbai,Tourism,Guest House,83,67,4100000
Srinagar,Healthcare,Pharmacy,96,41,4200000
Delhi,Retail,Clothing Boutique,82,29,3500000
Guwahati,Tech,Mobile Repair,58,79,2200000
Faridabad,Tech,Mobile Repair,89,80,2100000
Visakhapatnam,Food,Restaurant,72,26,3800000
Mumbai,Retail,Bookstore,94,68,3100000
Delhi,Tech,Mobile Repair,59,56,1300000
Tiruchirappalli,Healthcare,Clinic,64,52,4600000
Jabalpur,Education,Coaching Institute,60,25,1200000
Kolkata,Food,Bakery,100,80,1800000
Coimbatore,Food,Cafe,78,21,2200000
Ahmedabad,Healthcare,Diagnostic Center,71,71,4800000
Delhi,Education,Tuition Center,65,70,2700000
Allahabad,Food,Cloud Kitchen,68,38,4200000
Nashik,Tech,Electronics Store,69,76,800000
Mumbai,Fitness,Gym,86,62,1900000
Jodhpur,Food,Cafe,66,60,2000000
Jodhpur,Retail,Bookstore,94,63,3200000
Bangalore,Tourism,Tour Guide Service,76,71,1400000
Dhanbad,Retail,Clothing Boutique,84,50,4800000
Raipur,Food,Cafe,96,71,2200000
Chennai,Tech,Mobile Repair,52,57,3700000
Patna,Fitness,Gym,88,74,2000000
Kolkata,Tech,Software Startup,53,68,2100000
Ghaziabad,Fitness,Yoga Studio,93,44,900000
Howrah,Education,Coaching Institute,60,64,2600000
Agra,Tourism,Tour Guide Service,51,64,700000
Tiruchirappalli,Tourism,Tour Guide Service,100,44,2800000
Indore,Education,Coaching Institute,98,55,3300000
Kolkata,Education,Coaching Institute,72,48,4100000
Hubli,Healthcare,Diagnostic Center,75,77,4900000
Thane,Food,Bakery,76,65,2600000
Allahabad,Retail,Clothing Boutique,64,30,4200000
Kanpur,Education,Online Course,91,45,4100000
Navi Mumbai,Tech,Electronics Store,89,41,600000
Ranchi,Tourism,Tour Guide Service,75,48,3300000
Dhanbad,Tourism,Travel Agency,88,42,3200000
Kolkata,Tech,Electronics Store,77,79,2800000
Jaipur,Education,Coaching Institute,68,20,4200000
Allahabad,Fitness,Dance Studio,52,33,2000000
Dhanbad,Fitness,Yoga Studio,77,37,2200000
Delhi,Education,Coaching Institute,63,38,3400000
Howrah,Tourism,Travel Agency,87,51,1800000
Bangalore,Tech,Electronics Store,74,45,2600000
Jaipur,Tourism,Tour Guide Service,90,24,4800000
Ahmedabad,Retail,Bookstore,80,24,1800000
Rajkot,Tourism,Tour Guide Service,91,61,4600000
Chennai,Education,Tuition Center,54,43,1800000
Ghaziabad,Tourism,Travel Agency,82,55,2500000
Lucknow,Tech,Software Startup,50,32,2000000
Ghaziabad,Tourism,Tour Guide Service,93,39,1800000
Jodhpur,Fitness,Gym,55,28,4700000
Thane,Education,Tuition Center,88,50,4000000
Jaipur,Tech,Software Startup,71,55,5000000
Kota,Tech,Mobile Repair,75,29,1500000
Kalyan,Tech,Electronics Store,98,38,1700000
Jaipur,Tourism,Guest House,93,32,3700000
Jabalpur,Healthcare,Diagnostic Center,99,39,4700000
Coimbatore,Tech,Software Startup,99,67,800000
Mysore,Healthcare,Clinic,91,80,3500000
Vadodara,Education,Coaching Institute,89,64,1100000
Howrah,Tech,Software Startup,90,62,3400000
Mumbai,Fitness,Gym,52,56,3200000
Agra,Tech,Software Startup,65,24,1200000
Allahabad,Healthcare,Pharmacy,68,44,1500000
Rajkot,Fitness,Gym,98,58,4900000
Mumbai,Food,Cafe,76,27,3800000
Amritsar,Tech,Mobile Repair,64,35,3400000
Vasai,Tourism,Travel Agency,52,51,3800000
Mumbai,Education,Online Course,86,25,4000000
Bangalore,Healthcare,Diagnostic Center,90,70,900000
Jaipur,Education,Tuition Center,59,52,3500000
Vijayawada,Education,Tuition Center,85,48,4900000
Ranchi,Fitness,Gym,80,66,500000
Rajkot,Fitness,Yoga Studio,57,73,2600000
Mumbai,Fitness,Dance Studio,85,70,1700000
Kota,Fitness,Gym,91,62,4100000
Bhopal,Food,Restaurant,99,62,1400000
Mumbai,Fitness,Gym,61,71,4800000
Coimbatore,Retail,Clothing Boutique,51,42,2000000
Kanpur,Food,Cafe,53,71,2900000
Agra,Tech,Electronics Store,94,65,2600000
Madurai,Food,Cloud Kitchen,64,52,1700000
Aurangabad,Tourism,Travel Agency,55,47,3500000
Raipur,Healthcare,Pharmacy,63,63,1600000
Kanpur,Tourism,Travel Agency,57,33,1400000
Vasai,Education,Coaching Institute,99,66,3300000
Varanasi,Food,Restaurant,51,54,900000
Faridabad,Retail,Grocery Store,64,76,3200000
Srinagar,Healthcare,Clinic,68,55,4300000
Kanpur,Retail,Grocery Store,88,44,1100000
Indore,Tourism,Tour Guide Service,79,74,2400000
Vadodara,Fitness,Yoga Studio,58,39,2700000
Jabalpur,Tourism,Guest House,71,43,2200000
Chennai,Healthcare,Pharmacy,98,27,4700000
Faridabad,Retail,Bookstore,71,36,800000
Visakhapatnam,Education,Coaching Institute,80,50,700000
Patna,Education,Tuition Center,76,61,3600000
Pune,Fitness,Dance Studio,97,76,700000
Hyderabad,Food,Bakery,82,79,3400000
Jaipur,Retail,Clothing Boutique,62,73,3400000
Navi Mumbai,Tech,Software Startup,51,38,3100000
Coimbatore,Retail,Clothing Boutique,59,60,1600000
Navi Mumbai,Healthcare,Clinic,58,56,1800000
Chennai,Food,Cafe,78,77,4800000
Ranchi,Tech,Mobile Repair,70,21,1200000
Lucknow,Food,Cloud Kitchen,98,60,4100000
Coimbatore,Education,Online Course,97,21,4400000
Rajkot,Food,Bakery,95,67,2900000
Madurai,Tech,Mobile Repair,100,43,2100000
Bangalore,Education,Online Course,91,34,4200000
Mumbai,Fitness,Dance Studio,91,71,4500000
Visakhapatnam,Healthcare,Diagnostic Center,60,79,1400000
Delhi,Food,Restaurant,88,35,3900000
Nagpur,Fitness,Dance Studio,56,35,2100000
Hyderabad,Healthcare,Diagnostic Center,67,77,1600000
Jabalpur,Retail,Clothing Boutique,77,74,5000000
Hyderabad,Education,Online Course,74,54,3400000
Navi Mumbai,Tourism,Guest House,88,30,600000
Howrah,Tourism,Tour Guide Service,69,29,3200000
Raipur,Education,Tuition Center,94,55,700000
